,topic,title,date,events,id,sentence,clause,dateText,exactDate,paragraphNo,realDate,lengthDate,endDate,url
0,Bronx man,"78-year-old Bronx man choked, robbed after being followed into home: police",2020-09-03 00:00:00+00:00,release,0,"Police have released the above surveillance images of the man they're looking for, describing him as about 20 to 30 years old.",Police have released the above surveillance images of the man,0,False,12,False,,,https://www.pix11.com/news/local-news/bronx/78-year-old-bronx-man-choked-robbed-after-being-followed-into-home-police
1,Bronx man,"78-year-old Bronx man choked, robbed after being followed into home: police",2020-09-03 00:00:00+00:00,ask,1,Spanish-speaking callers are asked to dial 1-888-57-PISTA (74782).,Spanish speaking callers are asked 74782,0,False,14,False,,,https://www.pix11.com/news/local-news/bronx/78-year-old-bronx-man-choked-robbed-after-being-followed-into-home-police
